time,dt,accel_x,accel_y,accel_z,union_g,gyro_x,gyro_y,gyro_z,pressure,temp,ag,前期测量基准重力：,-9.8242
44.897065,0.067646,-0.313614,0.021546,-9.829764,-9.834789,0.00213,-0.00852,0.00426,97844.91,32.7,-0.010589,,
44.963818,0.066753,-0.34713,-0.040698,-9.74358,-9.749847,0,-0.00213,0.00213,97836.63,32.7,0.074353,,
45.031024,0.067206,-0.294462,0.004788,-9.80343,-9.807852,0,-0.00639,0.00213,97840.77,32.7,0.016348,,
45.098426,0.067402,-0.268128,0.050274,-9.896796,-9.900555,0,-0.00426,0.001065,97840.77,32.7,-0.076355,,
45.165483,0.067056,-0.356706,0.05985,-9.832158,-9.838808,0.00426,-0.00639,0.00213,97836.63,32.7,-0.014608,,
45.232071,0.066588,-0.268128,-0.014364,-9.793854,-9.797534,0.001065,-0.00639,0.003195,97828.34,32.7,0.026666,,
45.299104,0.067033,-0.38304,-0.04788,-9.824976,-9.832556,0,-0.003195,0.003195,97840.77,32.69,-0.008356,,
45.36669,0.067586,-0.325584,-0.009576,-9.86328,-9.868657,-0.001065,-0.00639,0.003195,97836.63,32.7,-0.044457,,
45.437715,0.071025,-0.301644,0.040698,-9.772308,-9.777047,0.00213,-0.007455,0.001065,97840.77,32.69,0.047153,,
45.507749,0.070033,-0.189126,0.01197,-9.870462,-9.872281,0.00213,-0.003195,0.005325,97840.77,32.69,-0.048081,,
45.579071,0.071323,-0.337554,-0.028728,-9.860886,-9.866704,0.00213,-0.005325,0.001065,97836.63,32.69,-0.042504,,
45.645541,0.06647,-0.282492,-0.090972,-9.750762,-9.755277,-0.001065,-0.009585,0.003195,97828.34,32.7,0.068923,,
45.713284,0.067744,-0.366282,0.052668,-9.930312,-9.937204,0.001065,-0.003195,-0.001065,97832.48,32.7,-0.113004,,
45.785465,0.072181,-0.282492,0.098154,-9.906372,-9.910885,0.00213,-0.005325,0.00213,97836.63,32.69,-0.086685,,
45.861363,0.075898,-0.351918,0.064638,-9.71964,-9.726224,-0.001065,-0.007455,0.005325,97832.48,32.7,0.097976,,
45.930652,0.069289,-0.306432,-0.014364,-9.71964,-9.72448,0,-0.003195,0.003195,97836.63,32.7,0.09972,,
46.002186,0.071534,-0.37107,0.002394,-9.896796,-9.90375,0.001065,-0.00426,-0.001065,97844.91,32.69,-0.07955,,
46.069439,0.067253,-0.397404,-0.009576,-9.901584,-9.90956,0.003195,-0.005325,0.00213,97844.91,32.69,-0.08536,,
46.136882,0.067443,-0.213066,0.055062,-9.87525,-9.877702,-0.001065,-0.00426,0.003195,97836.63,32.69,-0.053502,,
46.204019,0.067136,-0.217854,0.079002,-9.753156,-9.755909,0.005325,-0.00426,0.00213,97832.48,32.69,0.068291,,
46.271973,0.067954,-0.306432,-0.002394,-9.820188,-9.824968,0,-0.005325,0.00213,97844.91,32.7,-0.000768,,
46.338923,0.06695,-0.342342,-0.074214,-9.880038,-9.886246,0.001065,-0.003195,0.00213,97836.63,32.69,-0.062046,,
46.405483,0.06656,-0.435708,-0.021546,-9.74358,-9.753341,0.003195,-0.007455,0.00639,97832.48,32.7,0.070859,,
46.472819,0.067337,-0.308826,0.110124,-9.777096,-9.782592,0.00213,-0.00639,0.00426,97853.19,32.7,0.041608,,
46.539521,0.066701,-0.222642,0.045486,-9.901584,-9.904191,0,-0.00426,0.001065,97836.63,32.69,-0.079991,,
46.606673,0.067153,-0.378252,-0.043092,-9.868068,-9.875409,0.001065,-0.00852,0,97836.63,32.7,-0.051209,,
