Keuwl Accelerometer Data File
2025-03-31 16:44:57

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
15.1387291,-0.140578,9.836894,-0.180658,9.839557,91.052032,90.818756
15.1595821,-0.149551,9.843474,-0.216550,9.846992,91.260124,90.870422
15.1804342,-0.113061,9.864411,-0.159721,9.866352,90.927567,90.656670
15.2012863,-0.120838,9.894919,-0.082552,9.896002,90.477966,90.699669
15.2221413,-0.111266,9.884152,-0.058026,9.884949,90.336334,90.644951
15.2429953,-0.114257,9.902099,-0.072981,9.903027,90.422249,90.661087
15.2638474,-0.145364,9.869795,-0.188435,9.872663,91.093643,90.843803
15.2846985,-0.163908,9.852448,-0.235693,9.856629,91.370193,90.953102
15.3055506,-0.156132,9.834501,-0.203988,9.837855,91.188118,90.909546
15.3264036,-0.165703,9.820743,-0.192024,9.824018,91.119995,90.966644
15.3472557,-0.144168,9.808180,-0.168694,9.810690,90.985245,90.842110
15.3681087,-0.117248,9.822537,-0.202792,9.825330,91.182648,90.683891
15.3889599,-0.098704,9.820743,-0.178863,9.822867,91.043350,90.575836
15.4098101,-0.081356,9.836296,-0.120838,9.837375,90.703812,90.473885
15.4306593,-0.066401,9.845867,-0.077767,9.846398,90.452522,90.386398
15.4515095,-0.068195,9.851251,-0.104088,9.852036,90.605347,90.396622
15.4723597,-0.088534,9.859028,-0.150748,9.860578,90.875969,90.514503
15.4932108,-0.133998,9.866804,-0.172881,9.869227,91.003716,90.778069
15.5140629,-0.146560,9.863813,-0.178863,9.866524,91.038734,90.851257
15.5349178,-0.180658,9.850653,-0.159123,9.853595,90.925293,91.050667
15.5557756,-0.175872,9.848858,-0.183649,9.852139,91.068085,91.023033
15.5766335,-0.159721,9.826126,-0.191426,9.829288,91.115906,90.931244
15.5974922,-0.144168,9.844072,-0.163310,9.846482,90.950333,90.839043
15.6183491,-0.113659,9.827323,-0.103490,9.828526,90.603310,90.662628
15.6392078,-0.088534,9.828519,-0.128614,9.829759,90.749687,90.516098
15.6600666,-0.107677,9.828519,-0.121436,9.829859,90.707840,90.627686
15.6809254,-0.098704,9.839885,-0.138186,9.841351,90.804535,90.574715
15.7017794,-0.118445,9.857233,-0.151944,9.859116,90.883049,90.688431
15.7226315,-0.129811,9.830912,-0.145364,9.832843,90.847061,90.756508
15.7434845,-0.162712,9.831510,-0.220140,9.835320,91.282532,90.948158
15.7643366,-0.153739,9.824331,-0.229113,9.828205,91.335785,90.896538
15.7851877,-0.133400,9.838090,-0.254237,9.842278,91.480179,90.776855
15.8060398,-0.116650,9.843474,-0.174078,9.845705,91.013077,90.678955
15.8268938,-0.077767,9.847662,-0.139382,9.848955,90.810875,90.452454
15.8477449,-0.098704,9.865009,-0.095115,9.865961,90.552376,90.573250
15.8685961,-0.103490,9.847662,-0.158524,9.849482,90.922195,90.602104
15.8894491,-0.139980,9.857233,-0.174078,9.859764,91.011635,90.813591
15.9103003,-0.123829,9.839885,-0.172881,9.842182,91.006470,90.720993
15.9311533,-0.144766,9.819546,-0.149551,9.821752,90.872452,90.844627
15.9520025,-0.168096,9.831510,-0.214756,9.835292,91.251167,90.979530
15.9728546,-0.160319,9.817153,-0.267996,9.822119,91.563507,90.935585
15.9937077,-0.131007,9.830314,-0.202194,9.833266,91.178207,90.763527
16.0145607,-0.122632,9.872787,-0.150748,9.874699,90.874718,90.711647
16.0354118,-0.093918,9.829716,-0.118445,9.830878,90.690331,90.547417
16.0562649,-0.089731,9.903893,-0.114855,9.904964,90.664406,90.519096
16.0771179,-0.091525,9.848858,-0.204586,9.851408,91.189957,90.532433
16.0979691,-0.102891,9.857831,-0.171685,9.859863,90.997711,90.598007
16.1188221,-0.130409,9.849456,-0.156730,9.851566,90.911568,90.758560
16.1396770,-0.120838,9.862019,-0.187238,9.864536,91.087593,90.702003
16.1605301,-0.159123,9.818350,-0.152542,9.820824,90.889984,90.928490
16.1813812,-0.161516,9.836894,-0.183649,9.839933,91.069412,90.940674
16.2022362,-0.140578,9.832108,-0.217747,9.835524,91.268562,90.819153
16.2230873,-0.138784,9.823733,-0.129811,9.825571,90.756989,90.809387
16.2439404,-0.137587,9.826724,-0.232104,9.830427,91.352921,90.802162
16.2647896,-0.117248,9.835099,-0.154935,9.837018,90.902458,90.683014
16.2856407,-0.098106,9.842278,-0.151944,9.843940,90.884415,90.571091
16.3064919,-0.117847,9.840483,-0.153141,9.842380,90.891518,90.686127
16.3273411,-0.097508,9.847662,-0.114257,9.848807,90.664711,90.567299
16.3481922,-0.103490,9.843474,-0.128614,9.844858,90.748543,90.602356
16.3690434,-0.134596,9.885947,-0.175872,9.888428,91.019096,90.780029
16.3898964,-0.132802,9.833903,-0.106481,9.835377,90.620316,90.773705
16.4107494,-0.152542,9.870992,-0.180658,9.873823,91.048378,90.885353
16.4316025,-0.145962,9.833903,-0.209970,9.837228,91.223038,90.850365
16.4524555,-0.136391,9.864411,-0.193220,9.867246,91.122040,90.792152
16.4733067,-0.129811,9.839885,-0.139382,9.841728,90.811470,90.755821
16.4941578,-0.125623,9.847662,-0.135793,9.849400,90.789955,90.730865
16.5150108,-0.127418,9.818948,-0.139382,9.820764,90.813202,90.743469
16.5358620,-0.127418,9.847662,-0.163908,9.849850,90.953484,90.741302
16.5567150,-0.125623,9.836894,-0.185444,9.839443,91.079918,90.731659
16.5775681,-0.112463,9.824930,-0.122034,9.826332,90.711578,90.655815
16.5984211,-0.144168,9.832108,-0.221934,9.835670,91.292946,90.840065
16.6192741,-0.139382,9.845867,-0.147159,9.847953,90.856209,90.811050
16.6401272,-0.125623,9.857831,-0.217149,9.861023,91.261810,90.730110
16.6609783,-0.120838,9.857233,-0.120239,9.858707,90.698814,90.702339
16.6818314,-0.118445,9.837492,-0.175872,9.839777,91.024139,90.689812
16.7026825,-0.135194,9.897911,-0.099302,9.899332,90.574753,90.782547
16.7235374,-0.121436,9.845867,-0.230907,9.849323,91.343361,90.706635
16.7443905,-0.140578,9.809975,-0.115454,9.811661,90.674217,90.820999
16.7652454,-0.154935,9.851251,-0.241077,9.855418,91.401672,90.901047
16.7860985,-0.108275,9.837492,-0.105284,9.838651,90.613136,90.630592
16.8069515,-0.144766,9.851251,-0.110070,9.852929,90.640083,90.841911
16.8278046,-0.135194,9.832108,-0.200997,9.835092,91.171021,90.787788
16.8486576,-0.111266,9.866804,-0.081356,9.867767,90.472389,90.646088
16.8695107,-0.117847,9.848858,-0.186042,9.851319,91.082092,90.685539
16.8903637,-0.163908,9.834501,-0.098106,9.836356,90.571465,90.954842
16.9112167,-0.098704,9.851849,-0.188435,9.854145,91.095695,90.574020
