Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg),ag,,9.849606
25.5366268,-0.074776,9.835099,-0.139382,9.836371,90.811913,90.435608,-0.013235,,
25.5390778,-0.06999,9.863813,-0.158524,9.865335,90.920715,90.40654,0.015729,,
25.5415306,-0.065204,9.847063,-0.144168,9.848334,90.838768,90.379387,-0.001272,,
25.5439816,-0.050847,9.861421,-0.108275,9.862146,90.629059,90.295425,0.01254,,
25.5464363,-0.10349,9.859028,-0.065204,9.859787,90.378906,90.60141,0.010181,,
25.5488892,-0.048455,9.859028,-0.077169,9.859449,90.448448,90.281593,0.009843,,
25.5513401,-0.062812,9.842278,-0.10349,9.843022,90.602417,90.365646,-0.006584,,
25.5537949,-0.043669,9.81835,-0.129811,9.819305,90.757469,90.254829,-0.030301,,
25.5562477,-0.060419,9.830314,-0.160917,9.831817,90.937805,90.352142,-0.017789,,
25.5586987,-0.093918,9.830314,-0.129811,9.831619,90.756523,90.547386,-0.017987,,
25.5611534,-0.098704,9.849456,-0.184846,9.851685,91.075096,90.574158,0.002079,,
25.5636044,-0.115454,9.851849,-0.225524,9.855105,91.311264,90.671417,0.005499,,
25.5660572,-0.091525,9.856635,-0.215952,9.859426,91.255058,90.532013,0.00982,,
25.5685101,-0.062812,9.868599,-0.187238,9.870575,91.086929,90.36467,0.020969,,
25.570961,-0.048455,9.839885,-0.105882,9.840573,90.616501,90.282143,-0.009033,,
25.5734138,-0.043669,9.854242,-0.125025,9.855132,90.726891,90.253906,0.005526,,
25.5758686,-0.096311,9.84467,-0.096311,9.845613,90.560486,90.560509,-0.003993,,
25.5783195,-0.065204,9.837492,-0.089133,9.838112,90.519104,90.379761,-0.011494,,
25.5807724,-0.091525,9.84467,-0.129811,9.845952,90.755417,90.532661,-0.003654,,
25.5832233,-0.077169,9.849456,-0.144168,9.850813,90.838562,90.448891,0.001207,,
25.5856781,-0.065204,9.803992,-0.172881,9.805733,91.010216,90.381058,-0.043873,,
25.588131,-0.06999,9.849456,-0.156132,9.850942,90.908142,90.407135,0.001336,,
25.5905819,-0.065204,9.84467,-0.160917,9.846201,90.936432,90.379486,-0.003405,,
25.5930367,-0.110668,9.8016,-0.108275,9.802822,90.632866,90.646889,-0.046784,,
25.5954895,-0.101097,9.839885,-0.072383,9.840671,90.42144,90.588646,-0.008935,,
25.5979404,-0.06999,9.851849,-0.110668,9.852718,90.64357,90.407036,0.003112,,
25.6003952,-0.105882,9.832706,-0.19681,9.835245,91.146599,90.616959,-0.014361,,
25.6028461,-0.098704,9.873384,-0.213559,9.876187,91.239044,90.572762,0.026581,,
25.605299,-0.055633,9.832706,-0.134596,9.833785,90.784241,90.324173,-0.015821,,
25.6077518,-0.058026,9.854242,-0.110668,9.855035,90.643425,90.337379,0.005429,,
25.6102047,-0.10349,9.847063,-0.14656,9.848698,90.852661,90.602142,-0.000908,,
25.6126575,-0.079561,9.806385,-0.141775,9.807733,90.828262,90.464844,-0.041873,,
25.6151085,-0.08674,9.84467,-0.115454,9.845729,90.671883,90.504814,-0.003877,,
25.6175632,-0.074776,9.87817,-0.062812,9.878653,90.364304,90.433708,0.029047,,
25.6200142,-0.024526,9.851849,-0.079561,9.852201,90.4627,90.142639,0.002595,,
25.622467,-0.067597,9.849456,-0.074776,9.849972,90.434959,90.393219,0.000366,,
25.6249199,-0.08674,9.851849,-0.091525,9.852655,90.532249,90.50444,0.003049,,
25.6273727,-0.120239,9.842278,-0.091525,9.843437,90.532753,90.699928,-0.006169,,
25.6298256,-0.06999,9.837492,-0.113061,9.83839,90.658447,90.407631,-0.011216,,
25.6322784,-0.058026,9.847063,-0.139382,9.84822,90.810936,90.337624,-0.001386,,
25.6347313,-0.079561,9.84467,-0.199202,9.847007,91.159157,90.463036,-0.002599,,
25.6371822,-0.093918,9.84467,-0.127418,9.845942,90.741493,90.546585,-0.003664,,
25.639637,-0.077169,9.81835,-0.101097,9.819174,90.58992,90.450317,-0.030432,,
25.6420879,-0.08674,9.820743,-0.046062,9.821234,90.268723,90.506042,-0.028372,,
25.6445408,-0.089133,9.832706,-0.034098,9.833169,90.198677,90.519363,-0.016437,,
25.6469917,-0.089133,9.839885,-0.062812,9.840488,90.365723,90.51899,-0.009118,,
25.6494465,-0.084347,9.847063,-0.084347,9.847786,90.490746,90.490768,-0.00182,,
25.6518974,-0.089133,9.842278,-0.105882,9.84325,90.616333,90.51886,-0.006356,,
25.6543503,-0.096311,9.866206,-0.148953,9.867801,90.864906,90.559288,0.018195,,
25.6568031,-0.079561,9.854242,-0.199202,9.856577,91.158035,90.462585,0.006971,,
25.659256,-0.081954,9.851849,-0.125025,9.852983,90.727051,90.476616,0.003377,,
25.6617069,-0.110668,9.873384,-0.093918,9.874451,90.54496,90.642189,0.024845,,
25.6641617,-0.036491,9.906884,-0.144168,9.908,90.833717,90.211037,0.058394,,
25.6666126,-0.101097,9.837492,-0.170489,9.839489,90.992813,90.588791,-0.010117,,
25.6690655,-0.026919,9.863813,-0.182453,9.865538,91.059685,90.156364,0.015932,,
25.6715183,-0.050847,9.880563,-0.189631,9.882513,91.099487,90.294853,0.032907,,
25.6739712,-0.055633,9.861421,-0.158524,9.862852,90.920952,90.323227,0.013246,,
25.6764221,-0.065204,9.839885,-0.192024,9.841974,91.11795,90.379669,-0.007632,,
25.6788769,-0.08674,9.835099,-0.160917,9.836798,90.937325,90.505302,-0.012808,,
25.6813278,-0.072383,9.851849,-0.151346,9.853277,90.880096,90.420952,0.003671,,
25.6837807,-0.060419,9.830314,-0.084347,9.830861,90.491592,90.352142,-0.018745,,
25.6862335,-0.034098,9.842278,-0.072383,9.842603,90.421356,90.198494,-0.007003,,
25.6886864,-0.067597,9.84467,-0.120239,9.845636,90.699738,90.39341,-0.00397,,
25.6911392,-0.05324,9.842278,-0.110668,9.843044,90.644203,90.309929,-0.006562,,
25.6935902,-0.041276,9.835099,-0.120239,9.835921,90.700432,90.240456,-0.013685,,
25.6960449,-0.081954,9.866206,-0.081954,9.866887,90.475906,90.475922,0.017281,,
25.6984978,-0.110668,9.854242,-0.134596,9.855783,90.782486,90.643433,0.006177,,
25.7009487,-0.096311,9.863813,-0.134596,9.865202,90.781738,90.559425,0.015596,,
25.7034035,-0.091525,9.84467,-0.125025,9.84589,90.72757,90.532661,-0.003716,,
25.7058544,-0.077169,9.839885,-0.120239,9.840922,90.700073,90.449326,-0.008684,,
25.7083073,-0.10349,9.854242,-0.108275,9.855381,90.629486,90.6017,0.005775,,
25.7107601,-0.125025,9.842278,-0.108275,9.843667,90.630234,90.727783,-0.005939,,
25.713213,-0.125025,9.870992,-0.096311,9.872253,90.558975,90.725662,0.022647,,
25.7156658,-0.105882,9.880563,-0.105882,9.881697,90.613937,90.613968,0.032091,,
25.7181168,-0.065204,9.854242,-0.072383,9.854724,90.420837,90.379112,0.005118,,
25.7205715,-0.096311,9.837492,-0.096311,9.838435,90.56089,90.560921,-0.011171,,
25.7230225,-0.074776,9.859028,-0.148953,9.860436,90.865555,90.434547,0.01083,,
25.7254734,-0.041276,9.847063,-0.113061,9.847798,90.657814,90.240166,-0.001808,,
25.7279282,-0.055633,9.866206,-0.055633,9.86652,90.323067,90.323074,0.016914,,
25.7303791,-0.067597,9.870992,-0.065204,9.871438,90.378464,90.392357,0.021832,,
25.73283,-0.058026,9.842278,-0.034098,9.842507,90.198494,90.337791,-0.007099,,
25.7352848,-0.055633,9.825528,-0.034098,9.825745,90.19883,90.324409,-0.023861,,
25.7377357,-0.048455,9.775279,-0.067597,9.775633,90.396194,90.284004,-0.073973,,
25.7401886,-0.060419,9.835099,-0.060419,9.83547,90.351967,90.351974,-0.014136,,
25.7426395,-0.024526,9.863813,-0.055633,9.864001,90.323151,90.142464,0.014395,,
25.7450924,-0.038883,9.820743,-0.074776,9.821104,90.436241,90.226852,-0.028502,,
25.7475452,-0.048455,9.84467,-0.079561,9.845111,90.463028,90.282005,-0.004495,,
25.7499962,-0.055633,9.849456,-0.091525,9.850039,90.532394,90.323624,0.000433,,
25.7524509,-0.034098,9.87817,-0.115454,9.878903,90.669624,90.197777,0.029297,,
25.7549038,-0.067597,9.873384,-0.08674,9.873997,90.503334,90.392265,0.024391,,
25.7573547,-0.048455,9.899706,-0.16331,9.901172,90.945084,90.280434,0.051566,,
25.7598095,-0.096311,9.902099,-0.18006,9.904204,91.041702,90.557259,0.054598,,
25.7622604,-0.113061,9.849456,-0.122632,9.850868,90.713287,90.657661,0.001262,,
25.7647133,-0.072383,9.832706,-0.16331,9.834329,90.951508,90.421768,-0.015277,,
25.7671661,-0.110668,9.859028,-0.158524,9.860924,90.921127,90.64312,0.011318,,
25.769619,-0.098704,9.87817,-0.139382,9.879646,90.808357,90.572487,0.03004,,
25.7720718,-0.105882,9.856635,-0.134596,9.858123,90.782303,90.615463,0.008517,,
25.7745228,-0.110668,9.849456,-0.120239,9.850811,90.699371,90.643745,0.001205,,
25.7769756,-0.108275,9.81835,-0.098704,9.819443,90.575943,90.631821,-0.030163,,
25.7794285,-0.072383,9.859028,-0.182453,9.860982,91.060173,90.420647,0.011376,,
25.7818794,-0.08674,9.830314,-0.089133,9.8311,90.51947,90.505547,-0.018506,,
25.7843342,-0.120239,9.851849,-0.141775,9.853602,90.824409,90.699249,0.003996,,
25.7867851,-0.113061,9.856635,-0.201595,9.859344,91.171616,90.657181,0.009738,,
25.789238,-0.081954,9.861421,-0.079561,9.862082,90.462234,90.476151,0.012476,,
25.7916908,-0.048455,9.842278,-0.046062,9.842505,90.268143,90.282074,-0.007101,,
25.7941437,-0.06999,9.839885,-0.139382,9.841121,90.811516,90.407532,-0.008485,,
25.7965965,-0.055633,9.827921,-0.091525,9.828505,90.533562,90.324333,-0.021101,,
25.7990494,-0.079561,9.837492,-0.084347,9.838176,90.491226,90.463371,-0.01143,,
25.8015022,-0.091525,9.832706,-0.115454,9.83381,90.672699,90.53331,-0.015796,,
25.8039532,-0.084347,9.863813,-0.170489,9.865647,90.990181,90.489937,0.016041,,
25.8064041,-0.093918,9.868599,-0.148953,9.87017,90.8647,90.545258,0.020564,,
25.8088589,-0.065204,9.868599,-0.134596,9.869732,90.78138,90.378563,0.020126,,
25.8113098,-0.08674,9.839885,-0.170489,9.841744,90.992584,90.505058,-0.007862,,
25.8137627,-0.108275,9.861421,-0.096311,9.862486,90.559525,90.629066,0.01288,,
25.8162174,-0.072383,9.892527,-0.101097,9.893309,90.585495,90.41922,0.043703,,
25.8186684,-0.060419,9.904491,-0.10349,9.905216,90.598633,90.34951,0.05561,,
25.8211212,-0.096311,9.856635,-0.062812,9.857306,90.365097,90.55983,0.0077,,
25.823576,-0.084347,9.861421,-0.093918,9.862228,90.545639,90.490051,0.012622,,
25.8260269,-0.091525,9.827921,-0.122632,9.829112,90.714867,90.533569,-0.020494,,
25.8284798,-0.084347,9.830314,-0.089133,9.831079,90.519478,90.4916,-0.018527,,
25.8309326,-0.105882,9.813564,-0.134596,9.815059,90.785736,90.618164,-0.034547,,
25.8333855,-0.08674,9.854242,-0.072383,9.85489,90.420837,90.504318,0.005284,,
25.8358364,-0.036491,9.870992,-0.108275,9.871654,90.628448,90.211807,0.022048,,
25.8382874,-0.108275,9.825528,-0.105882,9.826695,90.617371,90.631363,-0.022911,,
25.8407421,-0.079561,9.827921,-0.048455,9.828362,90.282471,90.463821,-0.021244,,
25.8431931,-0.089133,9.839885,-0.096311,9.84076,90.56076,90.51899,-0.008846,,
25.8456459,-0.108275,9.839885,-0.223131,9.84301,91.29895,90.63044,-0.006596,,
25.8480988,-0.098704,9.842278,-0.134596,9.843693,90.783447,90.574577,-0.005913,,
25.8505516,-0.060419,9.837492,-0.115454,9.838354,90.672386,90.351891,-0.011252,,
25.8530025,-0.031705,9.815957,-0.036491,9.816076,90.21299,90.185059,-0.03353,,
25.8554573,-0.029312,9.854242,-0.14656,9.855376,90.852081,90.170433,0.00577,,
25.8579082,-0.060419,9.851849,-0.127418,9.852858,90.740974,90.351372,0.003252,,
25.8603611,-0.058026,9.839885,-0.117847,9.840761,90.68615,90.337868,-0.008845,,
25.862812,-0.046062,9.830314,-0.098704,9.830917,90.575272,90.268471,-0.018689,,
25.8652668,-0.058026,9.873384,-0.134596,9.874473,90.781006,90.336723,0.024867,,
25.8677177,-0.055633,9.861421,-0.110668,9.862199,90.642952,90.323227,0.012593,,
25.8701706,-0.06999,9.859028,-0.108275,9.859871,90.629204,90.406738,0.010265,,
25.8726234,-0.074776,9.851849,-0.199202,9.854146,91.158318,90.434868,0.00454,,
25.8750763,-0.091525,9.820743,-0.230309,9.823869,91.343353,90.533958,-0.025737,,
25.8775272,-0.046062,9.868599,-0.144168,9.86976,90.836952,90.267426,0.020154,,
25.879982,-0.077169,9.861421,-0.091525,9.862147,90.531738,90.448349,0.012541,,
25.8824329,-0.115454,9.856635,-0.125025,9.858104,90.726669,90.671089,0.008498,,
25.8848858,-0.060419,9.859028,-0.160917,9.860526,90.935074,90.35112,0.01092,,
25.8873405,-0.084347,9.839885,-0.122632,9.841011,90.713997,90.491127,-0.008595,,
25.8897934,-0.055633,9.830314,-0.098704,9.830967,90.575264,90.324249,-0.018639,,
25.8922443,-0.065204,9.866206,-0.089133,9.866824,90.517593,90.378654,0.017218,,
25.8946991,-0.058026,9.830314,-0.110668,9.831108,90.644989,90.338196,-0.018498,,
25.89715,-0.079561,9.832706,-0.127418,9.833854,90.742409,90.4636,-0.015752,,
25.8996029,-0.065204,9.851849,-0.16331,9.853417,90.949661,90.379204,0.003811,,
25.9020538,-0.084347,9.827921,-0.170489,9.829762,90.993797,90.491722,-0.019844,,
25.9045086,-0.074776,9.830314,-0.156132,9.831838,90.909904,90.435822,-0.017768,,
25.9069595,-0.038883,9.861421,-0.125025,9.86229,90.726364,90.225914,0.012684,,
25.9094124,-0.055633,9.851849,-0.113061,9.852654,90.657494,90.323547,0.003048,,
25.9118652,-0.050847,9.851849,-0.105882,9.852549,90.615753,90.295715,0.002943,,
25.9143181,-0.08674,9.861421,-0.08674,9.862184,90.503937,90.503952,0.012578,,
25.9167709,-0.065204,9.859028,-0.08674,9.859625,90.504066,90.378929,0.010019,,
25.9192238,-0.065204,9.859028,-0.048455,9.859363,90.281586,90.378929,0.009757,,
25.9216766,-0.081954,9.827921,-0.065204,9.828479,90.380119,90.477776,-0.021127,,
25.9241276,-0.072383,9.887741,-0.081954,9.888346,90.474869,90.419426,0.03874,,
25.9265804,-0.06999,9.873384,-0.122632,9.874393,90.711586,90.406151,0.024787,,
25.9290333,-0.101097,9.835099,-0.153739,9.836821,90.895508,90.588936,-0.012785,,
25.9314861,-0.108275,9.839885,-0.129811,9.841337,90.755775,90.63044,-0.008269,,
25.9339371,-0.06999,9.868599,-0.168096,9.870278,90.975822,90.406349,0.020672,,
25.9363918,-0.127418,9.842278,-0.110668,9.843724,90.644165,90.741707,-0.005882,,
25.9388447,-0.077169,9.842278,-0.125025,9.843374,90.72776,90.449219,-0.006232,,
25.9412956,-0.081954,9.856635,-0.110668,9.857596,90.643257,90.476379,0.00799,,
25.9437504,-0.079561,9.847063,-0.156132,9.848622,90.908356,90.462921,-0.000984,,
25.9462013,-0.062812,9.856635,-0.129811,9.85769,90.754517,90.365112,0.008084,,
25.9486542,-0.074776,9.873384,-0.08674,9.874048,90.503326,90.433922,0.024442,,
25.9511089,-0.08674,9.847063,-0.072383,9.847712,90.421143,90.504692,-0.001894,,
25.9535618,-0.058026,9.854242,-0.093918,9.85486,90.546043,90.337379,0.005254,,
25.9560127,-0.081954,9.854242,-0.096311,9.855054,90.559944,90.476494,0.005448,,
25.9584675,-0.067597,9.856635,-0.089133,9.857269,90.518097,90.392929,0.007663,,
25.9609184,-0.089133,9.84467,-0.105882,9.845643,90.616188,90.518738,-0.003963,,
25.9633713,-0.05324,9.835099,-0.096311,9.835715,90.56105,90.310158,-0.013891,,
25.9658241,-0.077169,9.835099,-0.136989,9.836356,90.797974,90.449547,-0.01325,,
25.968277,-0.089133,9.825528,-0.158524,9.82721,90.924286,90.519745,-0.022396,,
25.9707279,-0.079561,9.837492,-0.175274,9.839375,91.020699,90.463371,-0.010231,,
25.9731827,-0.079561,9.847063,-0.187238,9.849165,91.089294,90.462921,-0.000441,,
25.9756336,-0.06999,9.837492,-0.160917,9.839057,90.937111,90.407631,-0.010549,,
25.9780846,-0.062812,9.830314,-0.10349,9.831059,90.603149,90.366089,-0.018547,,
25.9805374,-0.062812,9.84467,-0.079561,9.845192,90.463028,90.365555,-0.004414,,
25.9829903,-0.055633,9.84467,-0.041276,9.844914,90.240219,90.323784,-0.004692,,
25.9854412,-0.072383,9.870992,-0.041276,9.871344,90.239578,90.420135,0.021738,,
25.9878941,-0.029312,9.839885,-0.06999,9.840178,90.407532,90.170677,-0.009428,,
25.9903469,-0.046062,9.861421,-0.141775,9.862548,90.823662,90.267624,0.012942,,
25.9927979,-0.058026,9.854242,-0.122632,9.855176,90.712975,90.337379,0.00557,,
25.9952507,-0.062812,9.825528,-0.172881,9.82725,91.008003,90.366272,-0.022356,,
25.9977016,-0.120239,9.827921,-0.182453,9.83035,91.063477,90.700951,-0.019256,,
26.0001564,-0.089133,9.823135,-0.170489,9.825019,90.994278,90.519875,-0.024587,,
26.0026073,-0.067597,9.856635,-0.19681,9.858831,91.14386,90.392929,0.009225,,
26.0050602,-0.043669,9.835099,-0.134596,9.836118,90.78405,90.254402,-0.013488,,
26.007515,-0.012562,9.835099,-0.10349,9.835652,90.602867,90.073181,-0.013954,,
26.0099659,-0.077169,9.823135,-0.110668,9.824062,90.645447,90.450096,-0.025544,,
26.0124168,-0.055633,9.823135,-0.031705,9.823344,90.184921,90.324493,-0.026262,,
26.0148716,-0.062812,9.837492,-0.105882,9.838262,90.616646,90.365822,-0.011344,,
26.0173225,-0.06999,9.880563,-0.098704,9.881304,90.572334,90.405853,0.031698,,
26.0197754,-0.041276,9.81835,-0.091525,9.818863,90.534081,90.240868,-0.030743,,
26.0222301,-0.108275,9.842278,-0.108275,9.843469,90.630249,90.630287,-0.006137,,
26.0246811,-0.002991,9.861421,-0.139382,9.862406,90.809769,90.01738,0.0128,,
26.0271339,-0.036491,9.851849,-0.189631,9.853741,91.102699,90.212219,0.004135,,
26.0295849,-0.050847,9.849456,-0.168096,9.851022,90.97773,90.295784,0.001416,,
26.0320377,-0.074776,9.873384,-0.10349,9.87421,90.600517,90.433922,0.024604,,
26.0344906,-0.096311,9.861421,-0.117847,9.862596,90.684631,90.559555,0.01299,,
26.0369434,-0.120239,9.832706,-0.096311,9.833913,90.56115,90.700607,-0.015693,,
26.0393982,-0.077169,9.839885,-0.096311,9.840659,90.560768,90.449326,-0.008947,,
26.0418491,-0.058026,9.899706,-0.125025,9.900665,90.723549,90.335831,0.051059,,
26.044302,-0.093918,9.880563,-0.151346,9.882168,90.877525,90.544601,0.032562,,
26.0467548,-0.055633,9.839885,-0.05324,9.840186,90.309998,90.323936,-0.00942,,
26.0492077,-0.029312,9.863813,-0.072383,9.864122,90.420441,90.170265,0.014516,,
26.0516586,-0.079561,9.906884,-0.096311,9.907672,90.556976,90.460129,0.058066,,
26.0541134,-0.065204,9.839885,-0.093918,9.840549,90.546837,90.379669,-0.009057,,
26.0565662,-0.06999,9.847063,-0.125025,9.848105,90.727409,90.407234,-0.001501,,
26.0590172,-0.089133,9.849456,-0.122632,9.850622,90.713303,90.518486,0.001016,,
26.0614719,-0.046062,9.811171,-0.129811,9.812138,90.758018,90.26899,-0.037468,,
26.0639229,-0.110668,9.813564,-0.129811,9.815047,90.757797,90.646103,-0.034559,,
26.0663757,-0.08674,9.825528,-0.098704,9.826406,90.575531,90.505791,-0.0232,,
26.0688286,-0.060419,9.830314,-0.136989,9.831454,90.79837,90.352142,-0.018152,,
26.0712814,-0.067597,9.839885,-0.081954,9.840458,90.47718,90.3936,-0.009148,,
26.0737343,-0.002991,9.835099,-0.101097,9.83562,90.588936,90.017426,-0.013986,,
26.0761852,-0.065204,9.81835,-0.129811,9.819425,90.757462,90.380501,-0.030181,,
26.07864,-0.065204,9.851849,-0.098704,9.852559,90.574005,90.379204,0.002953,,
26.0810909,-0.043669,9.861421,-0.062812,9.861717,90.364929,90.253723,0.012111,,
26.0835419,-0.065204,9.854242,-0.108275,9.855053,90.629509,90.379112,0.005447,,
26.0859966,-0.115454,9.894919,-0.096311,9.896062,90.557625,90.668495,0.046456,,
26.0884495,-0.117847,9.830314,-0.065204,9.831236,90.380013,90.686836,-0.01837,,
26.0909004,-0.038883,9.866206,-0.091525,9.866708,90.531494,90.225807,0.017102,,
26.0933552,-0.117847,9.863813,-0.144168,9.865571,90.837303,90.684502,0.015965,,
26.095808,-0.050847,9.799207,-0.132203,9.80023,90.772934,90.297302,-0.049376,,
26.098259,-0.098704,9.760921,-0.081954,9.761765,90.481026,90.579361,-0.087841,,
26.1007099,-0.084347,9.8016,-0.084347,9.802325,90.493027,90.493042,-0.047281,,
26.1031647,-0.084347,9.842278,-0.134596,9.843559,90.783463,90.491005,-0.006047,,
26.1056156,-0.046062,9.859028,-0.14656,9.860225,90.851662,90.267685,0.010619,,
26.1080685,-0.096311,9.863813,-0.055633,9.864441,90.323135,90.559425,0.014835,,
26.1105213,-0.05324,9.914063,-0.014955,9.914217,90.086426,90.307686,0.064611,,
26.1129742,-0.10349,9.949955,-0.072383,9.950756,90.416779,90.595909,0.10115,,
26.1154251,-0.058026,9.957133,-0.084347,9.95766,90.485336,90.333893,0.108054,,
26.117878,-0.091525,9.935597,-0.084347,9.936378,90.486374,90.527786,0.086772,,
26.1203308,-0.093918,9.923634,-0.141775,9.925091,90.818466,90.542236,0.075485,,
26.1227837,-0.098704,9.866206,-0.127418,9.867522,90.739876,90.573181,0.017916,,
26.1252346,-0.110668,9.875777,-0.18006,9.878038,91.044464,90.642029,0.028432,,
26.1276875,-0.098704,9.861421,-0.208774,9.864124,91.212753,90.573463,0.014518,,
26.1301403,-0.101097,9.847063,-0.278166,9.85151,91.618011,90.588219,0.001904,,
26.1325912,-0.072383,9.794421,-0.201595,9.796763,91.1791,90.423424,-0.052843,,
26.135046,-0.046062,9.837492,-0.168096,9.839036,90.97892,90.268272,-0.01057,,
26.1374969,-0.081954,9.8016,-0.134596,9.802866,90.786713,90.479057,-0.04674,,
26.1399479,-0.06999,9.789636,-0.129811,9.790747,90.759682,90.409622,-0.058859,,
26.1424026,-0.067597,9.777672,-0.072383,9.778173,90.424133,90.396103,-0.071433,,
26.1448555,-0.067597,9.758529,-0.012562,9.758771,90.073753,90.396881,-0.090835,,
26.1473064,-0.019741,9.777672,-0.017348,9.777707,90.101654,90.115677,-0.071899,,
26.1497574,-0.08674,9.837492,-0.043669,9.837971,90.254326,90.50518,-0.011635,,
26.1522121,-0.110668,9.863813,-0.072383,9.864699,90.420418,90.642807,0.015093,,
26.1546631,-0.084347,9.847063,-0.081954,9.847766,90.47683,90.490768,-0.00184,,
26.1571159,-0.077169,9.87817,-0.031705,9.878523,90.183891,90.447586,0.028917,,
26.1595688,-0.148953,9.837492,-0.08674,9.839002,90.505119,90.86747,-0.010604,,
26.1620216,-0.125025,9.868599,-0.213559,9.871701,91.239601,90.725838,0.022095,,
26.1644726,-0.134596,9.84467,-0.213559,9.847906,91.242599,90.783302,-0.0017,,
26.1669254,-0.098704,9.863813,-0.134596,9.865226,90.781738,90.573318,0.01562,,
26.1693783,-0.110668,9.875777,-0.232702,9.879138,91.349724,90.642029,0.029532,,
26.1718311,-0.122632,9.849456,-0.266202,9.853815,91.548035,90.713333,0.004209,,
26.174284,-0.06999,9.837492,-0.285344,9.841878,91.6614,90.407631,-0.007728,,
26.1767368,-0.093918,9.856635,-0.263809,9.860612,91.533058,90.545921,0.011006,,
26.1791878,-0.089133,9.84467,-0.270987,9.848803,91.576675,90.518738,-0.000803,,
26.1816406,-0.093918,9.830314,-0.227916,9.833405,91.32811,90.547386,-0.016201,,
26.1840935,-0.050847,9.854242,-0.165703,9.855767,90.963348,90.295639,0.006161,,
26.1865463,-0.041276,9.868599,-0.067597,9.868917,90.392448,90.239639,0.019311,,
26.1889973,-0.031705,9.880563,-0.043669,9.880711,90.253227,90.183853,0.031105,,
26.191452,-0.048455,9.854242,-0.062812,9.854562,90.365196,90.281731,0.004956,,
26.193903,-0.074776,9.854242,-0.108275,9.855122,90.629501,90.434761,0.005516,,
26.1963558,-0.084347,9.863813,-0.105882,9.864742,90.61499,90.489937,0.015136,,
26.1988087,-0.05324,9.87817,-0.168096,9.879744,90.974892,90.308807,0.030138,,
26.2012615,-0.036491,9.837492,-0.23988,9.840484,91.396835,90.212524,-0.009122,,
26.2037125,-0.058026,9.813564,-0.115454,9.814415,90.674026,90.338776,-0.035191,,
26.2061672,-0.05324,9.856635,-0.098704,9.857273,90.57373,90.309479,0.007667,,
26.2086201,-0.077169,9.820743,-0.213559,9.823367,91.245705,90.450203,-0.026239,,
26.211071,-0.062812,9.787243,-0.177667,9.789057,91.039948,90.367699,-0.060549,,
26.2135239,-0.046062,9.851849,0.020937,9.851978,89.878235,90.267883,0.002372,,
26.2159767,-0.081954,9.835099,0.066401,9.835665,89.61319,90.477425,-0.013941,,
26.2184296,-0.05324,9.847063,-0.017348,9.847222,90.100937,90.309776,-0.002384,,
26.2208805,-0.050847,9.832706,-0.036491,9.832906,90.212631,90.296288,-0.0167,,
26.2233353,-0.108275,9.842278,-0.067597,9.843105,90.393478,90.630287,-0.006501,,
26.2257881,-0.089133,9.861421,-0.101097,9.862342,90.587334,90.517853,0.012736,,
26.2282391,-0.120239,9.863813,-0.120239,9.865279,90.698349,90.698395,0.015673,,
26.2306938,-0.081954,9.849456,-0.168096,9.851231,90.977707,90.47673,0.001625,,
26.2331448,-0.115454,9.868599,-0.189631,9.871096,91.100761,90.67028,0.02149,,
26.2355976,-0.067597,9.859028,-0.127418,9.860083,90.740433,90.392838,0.010477,,
26.2380505,-0.046062,9.837492,-0.117847,9.838305,90.686325,90.268272,-0.011301,,
26.2405033,-0.091525,9.842278,-0.144168,9.843759,90.839157,90.532791,-0.005847,,
26.2429543,-0.012562,9.875777,-0.18006,9.877427,91.044525,90.072884,0.027821,,
26.2454071,-0.019741,9.873384,-0.127418,9.874227,90.739372,90.114555,0.024621,,
26.24786,-0.067597,9.87817,-0.031705,9.878452,90.183891,90.392075,0.028846,,
26.2503128,-0.026919,9.887741,-0.005384,9.887779,90.031197,90.155983,0.038173,,
26.2527637,-0.026919,9.863813,-0.062812,9.86405,90.364845,90.156364,0.014444,,
26.2552185,-0.019741,9.859028,-0.002991,9.859048,90.01738,90.114723,0.009442,,
26.2576694,-0.022134,9.835099,-0.06999,9.835373,90.40773,90.128944,-0.014233,,
26.2601223,-0.038883,9.847063,-0.007777,9.847143,90.04525,90.226242,-0.002463,,
26.2625771,-0.041276,9.849456,-0.084347,9.849903,90.490646,90.240105,0.000297,,
26.265028,-0.072383,9.866206,-0.136989,9.867423,90.795464,90.420341,0.017817,,
26.2674809,-0.046062,9.868599,-0.192024,9.870574,91.114716,90.267426,0.020968,,
26.2699356,-0.074776,9.873384,-0.220738,9.876135,91.280701,90.433922,0.026529,,
26.2723866,-0.058026,9.882956,-0.175274,9.88468,91.016014,90.336395,0.035074,,
26.2748394,-0.058026,9.870992,-0.259023,9.87456,91.50312,90.336807,0.024954,,
26.2772903,-0.055633,9.866206,-0.27338,9.87015,91.587158,90.323074,0.020544,,
26.2797451,-0.060419,9.8016,-0.215952,9.804164,91.262131,90.35318,-0.045442,,
26.282196,-0.089133,9.823135,-0.120239,9.824275,90.701263,90.519875,-0.025331,,
26.2846489,-0.098704,9.827921,-0.079561,9.828738,90.463799,90.575417,-0.020868,,
26.2871017,-0.096311,9.830314,-0.08674,9.831168,90.505524,90.561333,-0.018438,,
