Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg),ag,9.849606,,
0,-0.125025,9.858429,-0.123829,9.86,90.719582,90.726585,0.010394,,,9.849606
0.0208518,-0.133998,9.868599,-0.154935,9.870725,90.899376,90.777924,0.021115,,,
0.0417022,-0.131605,9.847662,-0.112463,9.849183,90.654243,90.765663,-0.000427,,,
0.0625541,-0.111864,9.852448,-0.131007,9.853953,90.761765,90.650505,0.004343,,,
0.0834046,-0.117248,9.836296,-0.114855,9.837666,90.668945,90.68293,-0.011944,,,
0.1042542,-0.116052,9.840483,-0.159721,9.842463,90.929825,90.675674,-0.007147,,,
0.1251053,-0.113061,9.845269,-0.178863,9.847543,91.040733,90.657944,-0.002067,,,
0.1459545,-0.13998,9.847662,-0.150748,9.849811,90.876923,90.814377,0.000201,,,
0.166807,-0.127418,9.84826,-0.204586,9.851209,91.189987,90.741257,0.001599,,,
0.1876573,-0.130409,9.840483,-0.114257,9.84201,90.665169,90.759254,-0.0076,,,
0.208508,-0.124427,9.864411,-0.185444,9.866939,91.076904,90.722672,0.017329,,,
0.2293562,-0.152542,9.848858,-0.140578,9.851042,90.817665,90.887344,0.001432,,,
0.2502044,-0.117847,9.845269,-0.108873,9.846577,90.63353,90.685791,-0.003033,,,
0.2710555,-0.116052,9.852448,-0.124427,9.853916,90.723503,90.674858,0.004306,,,
0.2919047,-0.129212,9.843474,-0.175872,9.845893,91.023499,90.75206,-0.003717,,,
0.3127541,-0.132802,9.847662,-0.165105,9.849941,90.960434,90.772621,0.000331,,,
0.333603,-0.15015,9.83809,-0.142373,9.840266,90.82901,90.874382,-0.009344,,,
0.3544527,-0.128614,9.842278,-0.121436,9.843867,90.706833,90.748672,-0.005743,,,
0.3753046,-0.135194,9.846465,-0.11665,9.848084,90.67868,90.786636,-0.001526,,,
0.3961549,-0.12323,9.842278,-0.15673,9.844296,90.912239,90.717339,-0.005314,,,
0.4170052,-0.122034,9.851251,-0.159123,9.853292,90.925323,90.709724,0.003682,,,
0.4378558,-0.117847,9.843474,-0.132802,9.845076,90.772896,90.685913,-0.004534,,,
0.4587064,-0.118445,9.84826,-0.107079,9.849554,90.622902,90.689064,-5.6E-05,,,
0.4795562,-0.125623,9.851849,-0.118445,9.853361,90.688751,90.730553,0.003751,,,
0.5004072,-0.122632,9.843474,-0.144766,9.845303,90.842506,90.713768,-0.004307,,,
0.5212598,-0.126221,9.85484,-0.16331,9.857001,90.949318,90.73381,0.007391,,,
0.5421101,-0.129811,9.850653,-0.104686,9.852064,90.608826,90.75499,0.002454,,,
0.5629612,-0.113061,9.840483,-0.126221,9.841941,90.734833,90.658264,-0.007669,,,
0.583811,-0.128016,9.855438,-0.181256,9.857936,91.053551,90.744194,0.008326,,,
0.6046605,-0.116052,9.844072,-0.16989,9.846222,90.988655,90.67543,-0.003388,,,
0.62551,-0.135793,9.84826,-0.18006,9.850842,91.047348,90.78997,0.001232,,,
0.6463599,-0.131007,9.842278,-0.119043,9.843869,90.692902,90.762596,-0.005741,,,
0.6672112,-0.119641,9.845269,-0.145962,9.847078,90.849319,90.696236,-0.002532,,,
0.6880603,-0.116052,9.857233,-0.174078,9.859453,91.011665,90.67453,0.009843,,,
0.7089109,-0.116052,9.856635,-0.18664,9.859085,91.084717,90.674568,0.009475,,,
0.729762,-0.125025,9.847063,-0.141775,9.848878,90.824799,90.727425,-0.000732,,,
0.7506123,-0.115454,9.844072,-0.116052,9.845433,90.675385,90.671951,-0.004177,,,
0.7714633,-0.107677,9.844072,-0.12323,9.845432,90.717163,90.626694,-0.004178,,,
0.7923135,-0.125025,9.838689,-0.166301,9.840888,90.968285,90.728043,-0.008722,,,
0.8131645,-0.128614,9.842278,-0.176471,9.8447,91.027107,90.748672,-0.00491,,,
0.8340154,-0.135793,9.845867,-0.132802,9.847699,90.77269,90.790161,-0.001911,,,
0.854865,-0.136391,9.84826,-0.089731,9.849612,90.52198,90.793449,2E-06,,,
0.8757139,-0.143569,9.84467,-0.10349,9.846261,90.602219,90.83551,-0.003349,,,
0.8965637,-0.129811,9.847662,-0.208774,9.85073,91.214401,90.755219,0.00112,,,
0.9174132,-0.122632,9.854242,-0.12682,9.855822,90.737274,90.71299,0.006212,,,
0.9382641,-0.13998,9.845269,-0.147159,9.847363,90.856255,90.814575,-0.002247,,,
0.9591147,-0.130409,9.844072,-0.091525,9.845362,90.532646,90.75898,-0.004248,,,
0.979966,-0.135194,9.842278,-0.121436,9.843955,90.706825,90.786972,-0.005655,,,
1.0008185,-0.113659,9.842875,-0.164507,9.844906,90.957443,90.661583,-0.004704,,,
1.0216684,-0.136391,9.854242,-0.187238,9.856965,91.088432,90.792969,0.007355,,,
1.0425216,-0.125623,9.856635,-0.122632,9.858198,90.712753,90.730194,0.008588,,,
1.0633758,-0.12323,9.846465,-0.114257,9.847898,90.664772,90.717033,-0.001712,,,
1.0842305,-0.108275,9.853643,-0.118445,9.854951,90.688644,90.629562,0.005341,,,
1.1050873,-0.121436,9.845867,-0.182453,9.848307,91.061539,90.706635,-0.001303,,,
1.1259446,-0.110668,9.84168,-0.160319,9.843607,90.933197,90.644257,-0.006003,,,
1.1468004,-0.125623,9.853643,-0.138186,9.855413,90.803383,90.730415,0.005803,,,
1.1676558,-0.120838,9.852448,-0.1334,9.854092,90.775665,90.702682,0.004482,,,
1.1885079,-0.129811,9.853643,-0.1334,9.855401,90.775566,90.754761,0.005791,,,
1.2093581,-0.13998,9.854242,-0.159123,9.856521,90.925018,90.813835,0.006911,,,
1.2302086,-0.12682,9.845867,-0.180658,9.848341,91.051094,90.737953,-0.001269,,,
1.2510591,-0.123829,9.848858,-0.131605,9.850515,90.765511,90.720337,0.000905,,,
1.2719113,-0.116052,9.845269,-0.119641,9.84668,90.696182,90.675346,-0.00293,,,
1.2927625,-0.124427,9.843474,-0.132203,9.845148,90.769409,90.724213,-0.004462,,,
1.3136103,-0.117847,9.842875,-0.152542,9.844763,90.887817,90.685959,-0.004847,,,
1.3344582,-0.105284,9.856036,-0.136391,9.857542,90.792778,90.612022,0.007932,,,
1.3553079,-0.118445,9.854242,-0.111864,9.855589,90.650345,90.688644,0.005979,,,
1.3761572,-0.125623,9.844072,-0.101695,9.845399,90.591827,90.731133,-0.004211,,,
1.3970091,-0.121436,9.853045,-0.160319,9.855098,90.932106,90.706116,0.005488,,,
1.4178615,-0.120838,9.839287,-0.166899,9.841444,90.971718,90.703621,-0.008166,,,
1.438711,-0.139382,9.83809,-0.125025,9.839871,90.72802,90.811691,-0.009739,,,
1.4595605,-0.135194,9.842278,-0.113061,9.843856,90.658081,90.786972,-0.005754,,,
1.4804122,-0.130409,9.842278,-0.15673,9.844389,90.912231,90.759117,-0.005221,,,
1.5012643,-0.115454,9.841082,-0.171685,9.843256,90.999397,90.67215,-0.006354,,,
1.5221136,-0.135793,9.847662,-0.15015,9.849743,90.873451,90.790024,0.000133,,,
1.542963,-0.129212,9.853045,-0.114257,9.854555,90.664322,90.751335,0.004945,,,
1.5638129,-0.132802,9.863214,-0.113659,9.864763,90.660164,90.7714,0.015153,,,
1.584663,-0.117248,9.852448,-0.136989,9.854097,90.796539,90.681808,0.004487,,,
1.6055138,-0.117847,9.857233,-0.138186,9.858906,90.803101,90.684959,0.009296,,,
1.626366,-0.117248,9.853643,-0.162712,9.855684,90.945969,90.681732,0.006074,,,
1.6472183,-0.117847,9.837492,-0.138186,9.839168,90.80471,90.686333,-0.010442,,,
1.6680708,-0.123829,9.846465,-0.105284,9.847807,90.612572,90.720512,-0.001803,,,
1.6889216,-0.132203,9.838689,-0.159721,9.840874,90.92997,90.769844,-0.008736,,,
1.7097731,-0.125623,9.836296,-0.188435,9.838902,91.097397,90.731705,-0.010708,,,
1.7306237,-0.135793,9.853045,-0.157328,9.855237,90.914703,90.789589,0.005627,,,
1.7514765,-0.129811,9.845269,-0.110668,9.846747,90.643967,90.755409,-0.002863,,,
1.7723275,-0.122632,9.847662,-0.096311,9.848897,90.560295,90.713463,-0.000713,,,
1.7931768,-0.132203,9.841082,-0.137587,9.842931,90.800926,90.769653,-0.006679,,,
1.8140262,-0.128016,9.835697,-0.12682,9.837348,90.738655,90.745689,-0.012262,,,
1.8348768,-0.125623,9.847063,-0.141775,9.848885,90.824799,90.730904,-0.000725,,,
1.855727,-0.12682,9.857233,-0.096311,9.85852,90.559753,90.737106,0.00891,,,
1.8765763,-0.117248,9.854242,-0.107677,9.855529,90.625999,90.681686,0.005919,,,
1.897427,-0.127418,9.866206,-0.151944,9.868198,90.88224,90.739906,0.018588,,,
1.9182768,-0.12323,9.845269,-0.196211,9.847995,91.14164,90.717117,-0.001615,,,
1.9391258,-0.129811,9.858429,-0.15015,9.860427,90.872505,90.754395,0.010817,,,
1.9599764,-0.125623,9.850653,-0.078365,9.851766,90.455757,90.730644,0.002156,,,
1.9808252,-0.12682,9.832706,-0.081356,9.83386,90.474014,90.738945,-0.01575,,,
2.001673,-0.121436,9.829716,-0.167498,9.831893,90.976143,90.707794,-0.017717,,,
2.0225232,-0.117248,9.837492,-0.200997,9.840243,91.17041,90.682846,-0.009367,,,
2.0433736,-0.132802,9.835099,-0.088534,9.836394,90.515709,90.773605,-0.013216,,,
2.0642221,-0.126221,9.836296,-0.062812,9.837306,90.365837,90.735191,-0.012304,,,
2.0850735,-0.123829,9.847662,-0.122034,9.849196,90.70993,90.720421,-0.000414,,,
2.1059253,-0.129811,9.863214,-0.198006,9.866055,91.149971,90.754028,0.016445,,,
2.1267748,-0.129212,9.860224,-0.153141,9.862259,90.889725,90.750786,0.012649,,,
2.147625,-0.142373,9.847063,-0.042473,9.848184,90.247101,90.828346,-0.001426,,,
2.1684756,-0.1334,9.856635,-0.062213,9.857734,90.361603,90.775398,0.008124,,,
2.1893272,-0.134596,9.876974,-0.140578,9.878892,90.815353,90.780739,0.029282,,,
2.2101774,-0.125623,9.866804,-0.184247,9.869324,91.069702,90.729446,0.019714,,,
2.2310269,-0.122034,9.868599,-0.206381,9.871511,91.197952,90.708473,0.021901,,,
2.251878,-0.130409,9.857831,-0.125623,9.859494,90.730042,90.757919,0.009884,,,
2.272728,-0.126221,9.848858,-0.095713,9.850132,90.556747,90.734253,0.000522,,,
2.2935801,-0.128614,9.844072,-0.090329,9.845326,90.525688,90.748535,-0.004284,,,
2.3144305,-0.131007,9.837492,-0.188435,9.840169,91.097252,90.76297,-0.009441,,,
2.3352804,-0.11665,9.818948,-0.189631,9.821471,91.106323,90.680649,-0.028139,,,
2.3561313,-0.136391,9.816555,-0.1334,9.818409,90.778488,90.796013,-0.031201,,,
2.3769817,-0.118445,9.836296,-0.113659,9.837666,90.66198,90.689896,-0.011944,,,
2.3978317,-0.128614,9.841082,-0.102293,9.842454,90.59549,90.748764,-0.007156,,,
2.4186828,-0.116052,9.853643,-0.157328,9.855582,90.914673,90.674774,0.005972,,,
2.4395337,-0.122632,9.862617,-0.16989,9.864841,90.986786,90.712379,0.015231,,,
2.4603858,-0.111266,9.865608,-0.113061,9.866883,90.656548,90.646164,0.017273,,,
2.4812376,-0.114855,9.851849,-0.071785,9.852779,90.417442,90.667938,0.003169,,,
2.5020871,-0.128614,9.860822,-0.111864,9.862294,90.649902,90.747261,0.012684,,,
2.5229387,-0.145364,9.860224,-0.145364,9.862367,90.844528,90.84462,0.012757,,,
2.5437906,-0.140578,9.856036,-0.157328,9.858294,90.914421,90.817162,0.008684,,,
2.5646436,-0.11665,9.84168,-0.073579,9.842647,90.428322,90.679077,-0.006963,,,
2.5854945,-0.128016,9.84467,-0.089133,9.845906,90.518692,90.74501,-0.003704,,,
2.6063437,-0.125623,9.853643,-0.149551,9.855579,90.869453,90.730415,0.005969,,,
2.6271951,-0.121436,9.823733,-0.171685,9.825984,91.001152,90.708221,-0.023626,,,
2.6480465,-0.126221,9.828519,-0.122034,9.830087,90.711304,90.735771,-0.019523,,,
2.6688995,-0.113659,9.827921,-0.108275,9.829174,90.631165,90.66259,-0.020436,,,
2.6897507,-0.119641,9.829716,-0.114855,9.831115,90.669395,90.697334,-0.018495,,,
2.7106013,-0.120838,9.835697,-0.113659,9.837096,90.662018,90.70388,-0.012514,,,
2.731451,-0.124427,9.849456,-0.135793,9.851177,90.78981,90.72377,0.001567,,,
2.7523036,-0.122632,9.866206,-0.140578,9.86797,90.816261,90.71212,0.01836,,,
2.7731566,-0.113061,9.863214,-0.12323,9.864632,90.715767,90.656746,0.015022,,,
2.7940083,-0.121436,9.870992,-0.131007,9.872608,90.760323,90.704834,0.022998,,,
2.8148592,-0.150748,9.873982,-0.105882,9.875701,90.614311,90.87468,0.026091,,,
2.8357103,-0.140578,9.857831,-0.150748,9.859986,90.876022,90.817017,0.010376,,,
2.8565607,-0.12323,9.864411,-0.171087,9.866665,90.993553,90.715729,0.017055,,,
2.8774133,-0.1334,9.856635,-0.140578,9.85854,90.817039,90.775398,0.00893,,,
2.8982654,-0.122034,9.839885,-0.153141,9.841833,90.891571,90.710541,-0.007777,,,
2.9191172,-0.110668,9.834501,-0.151944,9.836297,90.885101,90.644722,-0.013313,,,
2.9399679,-0.115454,9.840483,-0.074178,9.841439,90.431854,90.672195,-0.008171,,,
2.9608207,-0.113061,9.836296,-0.107677,9.837535,90.627144,90.658546,-0.012075,,,
2.9816709,-0.128614,9.842875,-0.101695,9.844241,90.591896,90.748627,-0.005369,,,
3.0025234,-0.120239,9.845269,-0.174078,9.847543,91.012886,90.699715,-0.002067,,,
3.0233767,-0.110668,9.836296,-0.147757,9.838029,90.860558,90.644608,-0.011581,,,
3.0442269,-0.128016,9.841082,-0.117847,9.84262,90.68602,90.745277,-0.00699,,,
3.0650773,-0.122632,9.860822,-0.097508,9.862066,90.566498,90.712509,0.012456,,,
3.0859294,-0.113659,9.863813,-0.121436,9.865215,90.705299,90.660179,0.015605,,,
3.1067829,-0.119641,9.873982,-0.122034,9.875462,90.708038,90.694206,0.025852,,,
3.127636,-0.126221,9.855438,-0.094516,9.8567,90.549423,90.733765,0.00709,,,
3.1484888,-0.11665,9.855438,-0.075972,9.856421,90.441635,90.678131,0.006811,,,
3.1693459,-0.147757,9.845867,-0.129811,9.847832,90.755272,90.859772,-0.001778,,,
3.190202,-0.117248,9.826126,-0.158524,9.828104,90.924202,90.68364,-0.021506,,,
3.2110553,-0.15673,9.829117,-0.14656,9.831458,90.854156,90.913528,-0.018152,,,
3.2319086,-0.137587,9.829117,-0.133998,9.830993,90.780975,90.801971,-0.018617,,,
3.252759,-0.137587,9.832108,-0.098106,9.833561,90.571625,90.801727,-0.016049,,,
3.2736075,-0.159123,9.829117,-0.209372,9.832634,91.220123,90.927475,-0.016976,,,
3.2944577,-0.134596,9.839287,-0.201595,9.842272,91.173645,90.78373,-0.007338,,,
3.3153076,-0.136989,9.853045,-0.098704,9.854492,90.573891,90.796547,0.004882,,,
3.3361597,-0.11665,9.851251,-0.19322,9.853836,91.123566,90.678413,0.004226,,,
3.3570118,-0.105284,9.869795,-0.058624,9.87053,90.340302,90.611168,0.02092,,,
3.3778656,-0.0999,9.862019,-0.140578,9.863526,90.816628,90.580376,0.013916,,,
3.3987198,-0.102293,9.857233,-0.153141,9.858953,90.890022,90.594566,0.009343,,,
3.4195731,-0.109472,9.861421,-0.123829,9.862806,90.719376,90.636017,0.013196,,,
3.4404299,-0.107079,9.862019,-0.069392,9.862844,90.403122,90.622078,0.013234,,,
3.4612854,-0.113659,9.87159,-0.167498,9.873665,90.972015,90.65966,0.024055,,,
3.4821362,-0.119641,9.847063,-0.126221,9.848598,90.734329,90.696106,-0.001012,,,
3.5029867,-0.131007,9.836894,-0.135793,9.838703,90.790817,90.763016,-0.010907,,,
3.5238376,-0.138784,9.838689,-0.079561,9.83999,90.463272,90.808159,-0.00962,,,
3.5446897,-0.148355,9.826126,-0.126221,9.828056,90.73587,90.86499,-0.021554,,,
3.565541,-0.147159,9.818948,-0.116052,9.820736,90.677078,90.858643,-0.028874,,,
3.5863984,-0.160319,9.834501,-0.148355,9.836926,90.864136,90.933937,-0.012684,,,
3.6072516,-0.123829,9.827921,-0.082552,9.829047,90.481224,90.72187,-0.020563,,,
3.6281047,-0.129212,9.834501,-0.106481,9.835926,90.620277,90.752747,-0.013684,,,
3.648957,-0.122034,9.849456,-0.091525,9.850637,90.532364,90.709854,0.001027,,,
3.6698086,-0.122632,9.853643,-0.131605,9.855286,90.765137,90.713028,0.005676,,,
3.6906605,-0.11007,9.855438,-0.190828,9.8579,91.109192,90.639877,0.00829,,,
3.7115152,-0.092722,9.859626,-0.083151,9.860413,90.48317,90.538803,0.010803,,,
3.7323685,-0.105284,9.853045,-0.111266,9.854237,90.64695,90.612206,0.004627,,,
3.7532203,-0.110668,9.868001,-0.14656,9.869709,90.850845,90.642532,0.020099,,,
3.7740719,-0.111266,9.851849,-0.140578,9.853479,90.817459,90.647064,0.003869,,,
3.7949247,-0.11665,9.875777,-0.217149,9.878854,91.259529,90.676735,0.029244,,,
3.8157787,-0.124427,9.836894,-0.122632,9.838445,90.714188,90.724693,-0.011165,,,
3.8366313,-0.142971,9.847662,-0.134596,9.84962,90.782982,90.831779,1E-05,,,
3.8574853,-0.123829,9.833304,-0.104686,9.834641,90.609901,90.721474,-0.014969,,,
3.8783367,-0.153141,9.832706,-0.169292,9.835356,90.986259,90.892288,-0.014254,,,
3.8991878,-0.121436,9.842875,-0.209372,9.845851,91.218483,90.706848,-0.003759,,,
3.9200387,-0.13998,9.821341,-0.021535,9.822362,90.125618,90.816559,-0.027248,,,
3.9408903,-0.113061,9.845269,-0.260219,9.849357,91.513931,90.657944,-0.000253,,,
3.961741,-0.121436,9.848858,-0.015553,9.849619,90.090477,90.706421,9E-06,,,
3.9825921,-0.115454,9.87159,-0.204586,9.874384,91.187187,90.670074,0.024774,,,
4.0034432,-0.136391,9.859028,-0.084347,9.860332,90.490128,90.792587,0.010722,,,
4.0242934,-0.100499,9.854242,-0.125623,9.855556,90.730339,90.584312,0.005946,,,
4.0451446,-0.111864,9.857233,-0.090329,9.858281,90.524994,90.650192,0.008671,,,
4.0659966,-0.111266,9.862019,-0.157328,9.863901,90.913902,90.6464,0.014291,,,
4.0868483,-0.123829,9.860224,-0.12323,9.861772,90.715973,90.719505,0.012162,,,
4.1077013,-0.119043,9.845867,-0.141775,9.847608,90.824905,90.692711,-0.002002,,,
4.1285534,-0.135194,9.832706,-0.083151,9.833987,90.484467,90.787735,-0.015623,,,
4.1494045,-0.129811,9.835099,-0.111266,9.836586,90.648117,90.756187,-0.013024,,,
4.1702566,-0.142373,9.836894,-0.153739,9.839126,90.895294,90.829208,-0.010484,,,
4.1911106,-0.117847,9.839287,-0.150748,9.841147,90.877701,90.686203,-0.008463,,,
4.2119613,-0.117847,9.830314,-0.144766,9.832086,90.843643,90.686836,-0.017524,,,
4.232811,-0.119641,9.833304,-0.094516,9.834487,90.550659,90.697083,-0.015123,,,
4.2536602,-0.124427,9.842875,-0.15015,9.844807,90.873886,90.724258,-0.004803,,,
4.2745137,-0.129811,9.851849,-0.145364,9.853776,90.845261,90.754898,0.004166,,,
4.2953639,-0.119043,9.857233,-0.188435,9.859753,91.095078,90.69191,0.010143,,,
4.3162155,-0.11007,9.87159,-0.111864,9.872837,90.649208,90.638832,0.023227,,,
4.3370686,-0.113659,9.854242,-0.114257,9.85556,90.664253,90.66082,0.00595,,,
4.3579216,-0.131605,9.870992,-0.168694,9.87331,90.978996,90.763855,0.0237,,,
4.3787737,-0.127418,9.865608,-0.169292,9.867884,90.983009,90.739952,0.018274,,,
4.3996272,-0.132203,9.857831,-0.184846,9.86045,91.074142,90.768349,0.01084,,,
4.4204803,-0.139382,9.839287,-0.142971,9.841312,90.832405,90.811592,-0.008298,,,
4.4413342,-0.139382,9.837492,-0.129212,9.839328,90.752441,90.811737,-0.010282,,,
4.4621868,-0.12323,9.82493,-0.159123,9.826991,90.927795,90.718605,-0.022619,,,
4.4830427,-0.124427,9.830912,-0.166899,9.833116,90.972542,90.725136,-0.016494,,,
4.5038991,-0.125025,9.841082,-0.180658,9.843534,91.051605,90.727867,-0.006076,,,
4.5247526,-0.11665,9.842278,-0.095115,9.843429,90.553642,90.679031,-0.006181,,,
4.5456076,-0.120239,9.84467,-0.132203,9.846292,90.769318,90.699753,-0.003318,,,
4.5664611,-0.107677,9.851251,-0.108873,9.852441,90.633156,90.626236,0.002831,,,
4.5873156,-0.129811,9.847662,-0.189033,9.850332,91.099602,90.755219,0.000722,,,
4.6081672,-0.129811,9.855438,-0.145364,9.857366,90.844955,90.754623,0.007756,,,
4.6290212,-0.11665,9.853045,-0.14656,9.854826,90.852127,90.678291,0.005216,,,
4.6498728,-0.137587,9.84467,-0.121436,9.84638,90.70665,90.800705,-0.00323,,,
4.6707249,-0.116052,9.850055,-0.172283,9.852244,91.001968,90.675018,0.002634,,,
4.6915784,-0.135194,9.856635,-0.167498,9.858985,90.973465,90.785828,0.009375,,,
4.712431,-0.137587,9.850055,-0.15015,9.85216,90.873238,90.800262,0.00255,,,
4.733283,-0.125025,9.841082,-0.108873,9.842478,90.633797,90.727867,-0.007132,,,
4.7541351,-0.138186,9.837492,-0.135793,9.839399,90.790756,90.804771,-0.010211,,,
4.7749844,-0.147757,9.838689,-0.241077,9.842752,91.403473,90.860397,-0.006858,,,
4.7958374,-0.12323,9.830314,-0.196211,9.833044,91.143372,90.718208,-0.016566,,,
4.8166904,-0.105882,9.834501,-0.151346,9.836235,90.881622,90.616844,-0.013375,,,
4.8375444,-0.118445,9.823733,-0.092124,9.82488,90.537247,90.690781,-0.02473,,,
4.8583994,-0.120838,9.835099,-0.111864,9.836477,90.651604,90.703918,-0.013133,,,
4.8792539,-0.157926,9.837492,-0.166899,9.840175,90.97184,90.919716,-0.009435,,,
4.9001093,-0.133998,9.84168,-0.204586,9.844718,91.190765,90.780052,-0.004892,,,
4.9209628,-0.128016,9.860224,-0.151346,9.862216,90.879295,90.743835,0.012606,,,
4.9418163,-0.137587,9.862617,-0.147159,9.864674,90.854752,90.799248,0.015064,,,
4.9626689,-0.122034,9.857233,-0.170489,9.859463,90.990799,90.709297,0.009853,,,
4.9835234,-0.120838,9.858429,-0.168694,9.860613,90.980255,90.702255,0.011003,,,
5.0043774,-0.138186,9.866206,-0.169292,9.868627,90.982933,90.802429,0.019017,,,
5.0252347,-0.131605,9.868599,-0.157926,9.87074,90.91674,90.764038,0.02113,,,
5.0460954,-0.12323,9.859626,-0.151944,9.861567,90.882835,90.716072,0.011957,,,
5.0669546,-0.119641,9.857233,-0.189033,9.859772,91.098549,90.695389,0.010162,,,
5.0878091,-0.131007,9.83809,-0.172881,9.840481,91.006645,90.762924,-0.009129,,,
5.108664,-0.131605,9.832108,-0.154935,9.834209,90.902718,90.766876,-0.015401,,,
5.129519,-0.132802,9.827921,-0.147159,9.82992,90.85778,90.77417,-0.01969,,,
5.1503739,-0.123829,9.832706,-0.142373,9.834517,90.829491,90.721519,-0.015093,,,
5.1712275,-0.125623,9.837492,-0.174078,9.839833,91.01368,90.731621,-0.009777,,,
5.19208,-0.130409,9.841082,-0.166899,9.843361,90.971527,90.759209,-0.006249,,,
5.2129331,-0.11007,9.866206,-0.161516,9.868142,90.93782,90.639183,0.018532,,,
5.2337866,-0.124427,9.862617,-0.138784,9.864378,90.806129,90.722809,0.014768,,,
5.2546415,-0.12323,9.890733,-0.145962,9.892577,90.845413,90.713821,0.042967,,,
5.2754951,-0.092124,9.908679,-0.186042,9.910853,91.075592,90.532677,0.061243,,,
5.2963486,-0.160917,9.913465,-0.157926,9.916028,90.912552,90.929955,0.066418,,,
5.3172035,-0.139382,9.936794,-0.166301,9.939163,90.95871,90.803627,0.089553,,,
5.338058,-0.117847,9.93799,-0.153141,9.939869,90.882774,90.67939,0.090259,,,
5.3589115,-0.129212,9.963714,-0.145364,9.965611,90.835777,90.742989,0.116001,,,
5.3797665,-0.136391,9.972687,-0.183649,9.97531,91.054893,90.783554,0.1257,,,
5.4006224,-0.133998,9.98166,-0.171087,9.984025,90.981873,90.769119,0.134415,,,
5.4214783,-0.140578,9.979267,-0.160319,9.981544,90.920296,90.807076,0.131934,,,
5.4423313,-0.129212,9.991829,-0.13998,9.993645,90.802567,90.740898,0.144035,,,
5.4631858,-0.120239,10.006186,-0.164507,10.008261,90.941818,90.688461,0.158651,,,
5.4840384,-0.135194,10.010972,-0.175274,10.013419,91.002953,90.773712,0.163809,,,
5.5048943,-0.125025,10.016356,-0.179462,10.018744,91.026375,90.715134,0.169134,,,
5.5257492,-0.123829,10.016356,-0.154337,10.01831,90.882706,90.70829,0.1687,,,
5.5466027,-0.132802,10.027721,-0.141775,10.029603,90.809937,90.758751,0.179993,,,
5.5674558,-0.128614,10.034302,-0.189033,10.036906,91.079163,90.734344,0.187296,,,
5.5883074,-0.126221,10.036097,-0.175872,10.038431,91.003868,90.720558,0.188821,,,
5.6091599,-0.125623,10.046266,-0.204586,10.049133,91.166542,90.716415,0.199523,,,
5.6300149,-0.119641,10.043873,-0.153739,10.045762,90.876877,90.682465,0.196152,,,
5.6508684,-0.127418,10.076775,-0.154337,10.078762,90.877411,90.724449,0.229152,,,
5.6717215,-0.135793,10.079167,-0.15015,10.081201,90.853394,90.771873,0.231591,,,
5.692574,-0.132802,10.104292,-0.177069,10.106716,91.003868,90.752998,0.257106,,,
5.7134266,-0.130409,10.106087,-0.136391,10.107848,90.773148,90.739304,0.258238,,,
5.7342825,-0.125623,10.116854,-0.153141,10.118793,90.867165,90.711418,0.269183,,,
5.755137,-0.147159,10.130613,-0.126221,10.132468,90.71376,90.83223,0.282858,,,
5.7759914,-0.134596,10.149158,-0.159721,10.151307,90.901527,90.759804,0.301697,,,
5.7968469,-0.13998,10.146765,-0.149551,10.148832,90.84433,90.790375,0.299222,,,
5.8177013,-0.134596,10.169497,-0.174676,10.171887,90.983955,90.758286,0.322277,,,
5.8385549,-0.133998,10.18146,-0.141177,10.18332,90.79435,90.754028,0.33371,,,
5.8594108,-0.138784,10.186246,-0.142373,10.188187,90.800697,90.780586,0.338577,,,
5.8802652,-0.120838,10.201201,-0.153141,10.203067,90.860001,90.678658,0.353457,,,
5.9011197,-0.1334,10.207183,-0.170489,10.209478,90.956833,90.748772,0.359868,,,
5.9219704,-0.132802,10.226326,-0.151944,10.228317,90.851173,90.744019,0.378707,,,
5.9428248,-0.124427,10.220942,-0.159123,10.222938,90.891861,90.697464,0.373328,,,
5.9636779,-0.122632,10.245468,-0.16331,10.247503,90.913139,90.68576,0.397893,,,
5.9845304,-0.129811,10.226924,-0.154337,10.228912,90.864532,90.727219,0.379302,,,
6.0053854,-0.120838,10.247861,-0.134596,10.249457,90.752434,90.675568,0.399847,,,
6.0262418,-0.125623,10.262816,-0.162114,10.264866,90.904915,90.701302,0.415256,,,
6.0470963,-0.12682,10.270593,-0.145364,10.272405,90.810814,90.707443,0.422795,,,
6.0679488,-0.143569,10.269397,-0.133998,10.271275,90.747498,90.800964,0.421665,,,
6.0888042,-0.138784,10.290334,-0.141177,10.292238,90.785942,90.77269,0.442628,,,
6.1096578,-0.131605,10.307682,-0.130409,10.309347,90.724785,90.731491,0.459737,,,
6.1305122,-0.137587,10.307083,-0.154935,10.309165,90.861122,90.764786,0.459555,,,
6.1513667,-0.136989,10.325029,-0.160319,10.327183,90.889496,90.760139,0.477573,,,
6.1722202,-0.132203,10.326226,-0.148953,10.328147,90.826355,90.733498,0.478537,,,
6.1930752,-0.12323,10.332807,-0.125025,10.334297,90.693184,90.683281,0.484687,,,
6.2139292,-0.128016,10.339387,-0.126221,10.34095,90.699371,90.709366,0.49134,,,
6.2347846,-0.130409,10.34836,-0.125623,10.349944,90.69545,90.722,0.500334,,,
